trans_name,OG_name,sp_name,tissue,dnds,pnps,cons_gene_by_tiss
Tdi_TRINITY_DN66770_c0_g1_i1,OG-1578_,Tdi,RT,1.00E-04,NA,NO
Tdi_TRINITY_DN22059_c0_g1_i1,OG-24_,Tdi,RT,0.114295,NA,NO
Tdi_TRINITY_DN14754_c0_g2_i1,OG-412_,Tdi,RT,1.00E-04,NA,NO
Tdi_TRINITY_DN8315_c0_g1_i1,OG-1688_,Tdi,RT,0.450475,NA,NO
Tte_TRINITY_DN8857_c0_g1_i1,OG-555_,Tte,RT,0.373168,NA,NO
Tms_TRINITY_DN15850_c0_g1_i1,OG-1318_,Tms,RT,1.00E-04,NA,NO
Tdi_TRINITY_DN27662_c0_g1_i2,OG-98_,Tdi,RT,0.417277,0.350605224,NO
Tms_TRINITY_DN40081_c0_g1_i1,OG-991_,Tms,RT,0.108699,NA,NO
Tms_TRINITY_DN23538_c0_g1_i1,OG-302_,Tms,RT,0.067163,NA,NO
Tsi_TRINITY_DN29954_c0_g3_i1,OG-1241_,Tsi,RT,1.00E-04,NA,YES
Tms_TRINITY_DN29016_c0_g1_i1,OG-69_,Tms,RT,0.168214,NA,NO
Tms_TRINITY_DN10025_c0_g1_i1,OG-2668_,Tms,RT,NA,NA,NO
Tte_TRINITY_DN7181_c0_g2_i1,OG-727_,Tte,RT,0.29027,NA,NO
Tge_TRINITY_DN45684_c0_g1_i7,OG-766_,Tge,RT,1.00E-04,0.175514874,NO
Tsi_TRINITY_DN23228_c0_g2_i1,OG-2404_,Tsi,RT,NA,NA,NO
Tsi_TRINITY_DN7457_c0_g1_i1,OG-1054_,Tsi,RT,1.00E-04,NA,NO
Tms_TRINITY_DN20685_c0_g1_i1,OG-519_,Tms,RT,1.00E-04,NA,NO
Tge_TRINITY_DN16103_c0_g2_i1,OG-3001_,Tge,RT,1.00E-04,0.375,NO
Tsi_TRINITY_DN23725_c0_g2_i1,OG-630_,Tsi,RT,1.00E-04,NA,NO
Tms_TRINITY_DN31526_c1_g1_i5,OG-783_,Tms,RT,0.0523083,0.345597898,NO
Tge_TRINITY_DN41364_c0_g1_i1,OG-636_,Tge,RT,0.0377878,0,NO
Tge_TRINITY_DN33631_c0_g3_i1,OG-1194_,Tge,RT,1.00E-04,0,NO
Tsi_TRINITY_DN53_c0_g1_i1,OG-2976_,Tsi,RT,1.00E-04,0,NO
Tte_TRINITY_DN29707_c2_g6_i1,OG-2856_,Tte,RT,1.00E-04,NA,NO
Tge_TRINITY_DN40016_c0_g1_i1,OG-1994_,Tge,RT,NA,0,NO
Tte_TRINITY_DN18142_c0_g1_i1,OG-314_,Tte,RT,0.907648,NA,YES
Tms_TRINITY_DN31700_c3_g2_i1,OG-941_,Tms,RT,NA,NA,NO
Tte_TRINITY_DN29551_c2_g3_i1,OG-421_,Tte,RT,0.104909,0,YES
Tms_TRINITY_DN30207_c0_g1_i1,OG-939_,Tms,RT,0.150109,0.042210821,YES
Tsi_TRINITY_DN21806_c0_g1_i1,OG-1214_,Tsi,RT,1.00E-04,NA,NO
Tdi_TRINITY_DN21167_c0_g1_i1,OG-2281_,Tdi,RT,NA,NA,NO
Tte_TRINITY_DN23372_c0_g1_i1,OG-1239_,Tte,RT,NA,NA,NO
Tge_TRINITY_DN29622_c0_g1_i2,OG-1627_,Tge,RT,0.580693,NA,NO
Tte_TRINITY_DN15009_c0_g1_i1,OG-2621_,Tte,RT,1.00E-04,NA,NO
Tms_TRINITY_DN16848_c0_g1_i1,OG-323_,Tms,RT,0.0958545,NA,NO
Tte_TRINITY_DN14604_c0_g1_i1,OG-1453_,Tte,RT,NA,NA,NO
Tdi_TRINITY_DN31240_c5_g1_i2,OG-500_,Tdi,RT,0.297328,0.427462446,NO
Tsi_TRINITY_DN9415_c0_g1_i1,OG-1201_,Tsi,RT,1.00E-04,NA,NO
Tsi_TRINITY_DN26738_c0_g1_i2,OG-1411_,Tsi,RT,NA,NA,NO
Tge_TRINITY_DN40850_c0_g1_i1,OG-615_,Tge,RT,1.00E-04,0,NO
Tsi_TRINITY_DN27228_c0_g5_i3,OG-934_,Tsi,RT,NA,NA,NO
Tte_TRINITY_DN24478_c0_g2_i2,OG-705_,Tte,RT,1.00E-04,0.318762887,YES
Tte_TRINITY_DN26284_c0_g2_i2,OG-2363_,Tte,RT,NA,NA,NO
Tdi_TRINITY_DN28522_c0_g1_i1,OG-2152_,Tdi,RT,1.00E-04,NA,NO
Tsi_TRINITY_DN16372_c0_g1_i1,OG-1723_,Tsi,RT,0.118976,NA,NO
Tte_TRINITY_DN9597_c0_g1_i1,OG-586_,Tte,RT,0.130594,NA,NO
Tge_TRINITY_DN23383_c0_g1_i1,OG-1605_,Tge,RT,NA,0,NO
Tms_TRINITY_DN14461_c0_g1_i1,OG-1772_,Tms,RT,0.217978,0,NO
Tte_TRINITY_DN4700_c0_g1_i1,OG-1860_,Tte,RT,0.645933,NA,NO
Tte_TRINITY_DN61228_c0_g1_i1,OG-1033_,Tte,RT,1.00E-04,NA,NO
Tdi_TRINITY_DN28973_c0_g1_i1,OG-1234_,Tdi,RT,1.00E-04,0,NO
Tms_TRINITY_DN39964_c0_g1_i1,OG-2039_,Tms,RT,NA,NA,NO
Tsi_TRINITY_DN12618_c0_g2_i1,OG-1280_,Tsi,RT,1.00E-04,NA,NO
Tsi_TRINITY_DN27260_c0_g1_i1,OG-2064_,Tsi,RT,NA,0.321858864,NO
Tge_TRINITY_DN46843_c0_g1_i1,OG-626_,Tge,RT,1.00E-04,0.083848532,NO
Tsi_TRINITY_DN31955_c6_g4_i4,OG-1974_,Tsi,RT,NA,0.408510638,NO
Tte_TRINITY_DN9652_c0_g1_i1,OG-2399_,Tte,RT,NA,NA,NO
Tms_TRINITY_DN49376_c0_g1_i1,OG-2494_,Tms,RT,NA,NA,NO
Tge_TRINITY_DN35929_c0_g1_i1,OG-1840_,Tge,RT,0.365103,0,NO
Tsi_TRINITY_DN27397_c0_g1_i1,OG-1316_,Tsi,RT,1.00E-04,NA,NO
Tte_TRINITY_DN10300_c0_g2_i1,OG-2660_,Tte,RT,1.00E-04,NA,NO
Tms_TRINITY_DN49246_c0_g1_i1,OG-2834_,Tms,RT,0.234577,NA,NO
Tge_TRINITY_DN47739_c0_g2_i6,OG-723_,Tge,RT,1.00E-04,0.186715707,NO
Tte_TRINITY_DN17601_c1_g1_i1,OG-1060_,Tte,RT,NA,NA,NO
Tte_TRINITY_DN30334_c0_g1_i1,OG-147_,Tte,RT,NA,NA,NO
Tdi_TRINITY_DN39373_c0_g1_i1,OG-1514_,Tdi,RT,0.750246,NA,NO
Tsi_TRINITY_DN2695_c0_g1_i1,OG-343_,Tsi,RT,0.0261467,NA,NO
Tge_TRINITY_DN44746_c0_g2_i1,OG-182_,Tge,RT,1.00E-04,0,NO
Tdi_TRINITY_DN21560_c0_g2_i1,OG-1820_,Tdi,RT,1.00E-04,NA,NO
Tte_TRINITY_DN38669_c0_g1_i1,OG-1763_,Tte,RT,1.00E-04,NA,NO
Tge_TRINITY_DN37646_c0_g1_i1,OG-730_,Tge,RT,0.180189,0.677937447,NO
Tte_TRINITY_DN19984_c0_g1_i2,OG-1256_,Tte,RT,1.00E-04,NA,NO
Tte_TRINITY_DN47885_c0_g1_i1,OG-1873_,Tte,RT,NA,NA,NO
Tte_TRINITY_DN40076_c0_g1_i1,OG-2819_,Tte,RT,1.00E-04,NA,NO
Tge_TRINITY_DN46619_c1_g1_i1,OG-1380_,Tge,RT,1.00E-04,0,NO
Tdi_TRINITY_DN31482_c5_g1_i3,OG-1956_,Tdi,RT,0.278288,NA,NO
Tdi_TRINITY_DN28412_c0_g2_i1,OG-1779_,Tdi,RT,1.00E-04,NA,NO
Tdi_TRINITY_DN9545_c0_g2_i1,OG-1236_,Tdi,RT,0.318225,NA,YES
Tdi_TRINITY_DN29208_c0_g1_i2,OG-1330_,Tdi,RT,1.00E-04,0,NO
Tms_TRINITY_DN15163_c0_g1_i1,OG-565_,Tms,RT,NA,NA,YES
Tms_TRINITY_DN20771_c0_g1_i2,OG-305_,Tms,RT,0.057449,NA,NO
Tms_TRINITY_DN6513_c0_g2_i1,OG-928_,Tms,RT,0.153039,NA,NO
Tge_TRINITY_DN47632_c0_g1_i1,OG-862_,Tge,RT,0.172262,0.113828239,NO
Tms_TRINITY_DN2166_c0_g1_i1,OG-559_,Tms,RT,1.00E-04,NA,YES
Tte_TRINITY_DN74869_c0_g1_i1,OG-2020_,Tte,RT,NA,NA,NO
Tdi_TRINITY_DN24327_c0_g1_i2,OG-859_,Tdi,RT,NA,NA,NO
Tms_TRINITY_DN14475_c0_g1_i2,OG-2276_,Tms,RT,NA,NA,NO
Tms_TRINITY_DN22699_c0_g1_i3,OG-1715_,Tms,RT,1.00E-04,NA,NO
Tms_TRINITY_DN29650_c0_g1_i1,OG-1008_,Tms,RT,0.0942716,0.085285505,NO
Tms_TRINITY_DN57503_c0_g1_i1,OG-1627_,Tms,RT,0.193439,NA,NO
Tte_TRINITY_DN41097_c0_g1_i1,OG-2786_,Tte,RT,0.14874,NA,NO
Tsi_TRINITY_DN14112_c0_g2_i1,OG-2085_,Tsi,RT,NA,NA,NO
Tms_TRINITY_DN26962_c0_g2_i1,OG-902_,Tms,RT,0.295895,NA,NO
Tsi_TRINITY_DN11740_c0_g1_i1,OG-1727_,Tsi,RT,NA,NA,NO
Tge_TRINITY_DN21415_c0_g2_i1,OG-2349_,Tge,RT,1.00E-04,0,NO
Tte_TRINITY_DN55846_c0_g1_i1,OG-1284_,Tte,RT,1.00E-04,NA,NO
Tms_TRINITY_DN63213_c0_g1_i1,OG-2291_,Tms,RT,NA,NA,NO
Tdi_TRINITY_DN17378_c0_g1_i1,OG-1387_,Tdi,RT,1.00E-04,NA,NO
Tdi_TRINITY_DN31292_c0_g1_i2,OG-580_,Tdi,RT,1.00E-04,0.072992155,NO
Tte_TRINITY_DN28843_c5_g10_i2,OG-1220_,Tte,RT,1.00E-04,NA,NO
Tsi_TRINITY_DN14451_c0_g1_i1,OG-32_,Tsi,RT,0.334935,0.342025206,NO
Tdi_TRINITY_DN25625_c0_g3_i1,OG-318_,Tdi,RT,0.0330313,NA,NO
Tge_TRINITY_DN45854_c0_g1_i1,OG-1030_,Tge,RT,0.0685703,0.065344571,NO
Tms_TRINITY_DN19267_c0_g1_i1,OG-538_,Tms,RT,1.00E-04,NA,NO
Tte_TRINITY_DN31949_c0_g1_i1,OG-2187_,Tte,RT,NA,NA,NO
Tdi_TRINITY_DN29070_c1_g2_i3,OG-662_,Tdi,RT,0.576222,NA,NO
Tte_TRINITY_DN176_c0_g2_i1,OG-1698_,Tte,RT,1.00E-04,NA,NO
Tdi_TRINITY_DN26488_c0_g1_i1,OG-353_,Tdi,RT,0.385847,NA,NO
Tdi_TRINITY_DN30874_c1_g1_i1,OG-1966_,Tdi,RT,NA,NA,NO
Tdi_TRINITY_DN30561_c1_g1_i1,OG-626_,Tdi,RT,NA,0.168363352,NO
Tge_TRINITY_DN31442_c0_g2_i1,OG-1933_,Tge,RT,0.221076,NA,NO
Tsi_TRINITY_DN21975_c0_g1_i1,OG-2224_,Tsi,RT,1.00E-04,0,NO
Tsi_TRINITY_DN18060_c0_g2_i1,OG-2545_,Tsi,RT,NA,NA,NO
Tsi_TRINITY_DN13715_c0_g1_i1,OG-2568_,Tsi,RT,NA,NA,NO
Tte_TRINITY_DN24935_c0_g2_i3,OG-1335_,Tte,RT,NA,NA,NO
Tsi_TRINITY_DN518_c0_g1_i1,OG-2406_,Tsi,RT,NA,NA,NO
Tdi_TRINITY_DN32062_c13_g1_i1,OG-1744_,Tdi,RT,0.081142,NA,NO
Tte_TRINITY_DN20084_c0_g1_i1,OG-2203_,Tte,RT,NA,NA,NO
Tge_TRINITY_DN22390_c0_g1_i1,OG-2523_,Tge,RT,1.00E-04,NA,NO
Tte_TRINITY_DN72724_c0_g1_i1,OG-2404_,Tte,RT,NA,NA,NO
Tms_TRINITY_DN25487_c0_g1_i1,OG-137_,Tms,RT,1.00E-04,0,NO
Tge_TRINITY_DN41050_c0_g1_i1,OG-2109_,Tge,RT,1.00E-04,0,NO
Tte_TRINITY_DN24471_c0_g1_i2,OG-997_,Tte,RT,1.00E-04,NA,NO
Tte_TRINITY_DN27560_c0_g2_i2,OG-1654_,Tte,RT,NA,NA,NO
Tge_TRINITY_DN35031_c0_g1_i1,OG-1588_,Tge,RT,1.00E-04,NA,NO
Tte_TRINITY_DN63812_c0_g1_i1,OG-352_,Tte,RT,0.12753,NA,NO
Tte_TRINITY_DN9474_c0_g1_i1,OG-2367_,Tte,RT,0.522741,NA,NO
Tge_TRINITY_DN44868_c0_g1_i1,OG-969_,Tge,RT,0.428986,0.068495743,NO
Tsi_TRINITY_DN12265_c0_g1_i1,OG-2163_,Tsi,RT,1.00E-04,NA,NO
Tms_TRINITY_DN48873_c0_g1_i1,OG-2603_,Tms,RT,1.00E-04,NA,NO
Tsi_TRINITY_DN30026_c0_g2_i1,OG-1609_,Tsi,RT,1.00E-04,0.326145553,NO
Tte_TRINITY_DN26235_c0_g1_i2,OG-1920_,Tte,RT,0.803186,0,NO
Tsi_TRINITY_DN268_c0_g1_i1,OG-2376_,Tsi,RT,NA,NA,NO
Tte_TRINITY_DN18962_c0_g1_i1,OG-1633_,Tte,RT,0.196152,NA,NO
Tge_TRINITY_DN15809_c0_g2_i1,OG-2475_,Tge,RT,0.130578,NA,YES
Tte_TRINITY_DN28837_c2_g2_i1,OG-466_,Tte,RT,1.00E-04,0,NO
Tte_TRINITY_DN3770_c0_g1_i1,OG-8_,Tte,RT,0.251207,NA,NO
Tms_TRINITY_DN40487_c0_g1_i1,OG-1277_,Tms,RT,NA,NA,NO
Tdi_TRINITY_DN10393_c0_g1_i1,OG-2958_,Tdi,RT,NA,NA,NO
Tge_TRINITY_DN40225_c0_g1_i1,OG-2607_,Tge,RT,0.294555,0.071818182,NO
Tsi_TRINITY_DN28054_c0_g1_i2,OG-943_,Tsi,RT,1.00E-04,NA,NO
Tdi_TRINITY_DN31864_c2_g1_i1,OG-851_,Tdi,RT,1.00E-04,NA,NO
Tge_TRINITY_DN41402_c0_g1_i2,OG-1167_,Tge,RT,NA,NA,NO
Tte_TRINITY_DN14700_c0_g1_i1,OG-1885_,Tte,RT,0.0917644,NA,NO
Tge_TRINITY_DN37919_c0_g1_i1,OG-1322_,Tge,RT,1.00E-04,0,NO
Tte_TRINITY_DN6637_c0_g2_i1,OG-2656_,Tte,RT,NA,NA,NO
Tdi_TRINITY_DN5528_c0_g1_i1,OG-2379_,Tdi,RT,1.00E-04,NA,NO
Tms_TRINITY_DN874_c0_g1_i1,OG-1083_,Tms,RT,1.00E-04,NA,NO
Tdi_TRINITY_DN24316_c0_g1_i1,OG-799_,Tdi,RT,1.00E-04,NA,NO
Tsi_TRINITY_DN30676_c1_g2_i4,OG-830_,Tsi,RT,0.118568,0.346499102,NO
Tte_TRINITY_DN30257_c0_g1_i1,OG-765_,Tte,RT,1.00E-04,NA,NO
Tte_TRINITY_DN75497_c0_g1_i1,OG-2217_,Tte,RT,1.00E-04,NA,NO
Tdi_TRINITY_DN24188_c0_g1_i1,OG-721_,Tdi,RT,1.00E-04,NA,YES
Tte_TRINITY_DN29644_c5_g1_i1,OG-818_,Tte,RT,1.00E-04,NA,NO
Tdi_TRINITY_DN52743_c0_g1_i1,OG-2630_,Tdi,RT,1.00E-04,NA,NO
Tdi_TRINITY_DN4666_c0_g1_i1,OG-822_,Tdi,RT,1.00E-04,NA,NO
Tsi_TRINITY_DN54026_c0_g1_i1,OG-1189_,Tsi,RT,0.362657,NA,NO
Tdi_TRINITY_DN31396_c0_g1_i1,OG-1113_,Tdi,RT,1.00E-04,0.015549572,NO
Tge_TRINITY_DN34879_c0_g1_i1,OG-1707_,Tge,RT,0.745316,0,NO
Tsi_TRINITY_DN19943_c0_g1_i1,OG-609_,Tsi,RT,0.585546,1.019138756,NO
Tsi_TRINITY_DN46453_c0_g1_i1,OG-2385_,Tsi,RT,NA,NA,NO
Tsi_TRINITY_DN25416_c0_g1_i3,OG-2747_,Tsi,RT,1.00E-04,NA,NO
Tdi_TRINITY_DN25814_c0_g1_i2,OG-1096_,Tdi,RT,NA,NA,NO
Tms_TRINITY_DN18223_c0_g2_i1,OG-412_,Tms,RT,0.0782342,NA,NO
Tms_TRINITY_DN31209_c0_g1_i2,OG-2835_,Tms,RT,NA,0,NO
Tge_TRINITY_DN48031_c11_g8_i3,OG-1254_,Tge,RT,NA,0,NO
Tdi_TRINITY_DN31437_c2_g6_i1,OG-1280_,Tdi,RT,0.119766,NA,NO
Tsi_TRINITY_DN59957_c0_g1_i1,OG-2783_,Tsi,RT,NA,NA,NO
Tdi_TRINITY_DN7999_c0_g2_i1,OG-1733_,Tdi,RT,1.00E-04,NA,NO
Tdi_TRINITY_DN32817_c0_g1_i1,OG-2726_,Tdi,RT,1.00E-04,NA,NO
Tte_TRINITY_DN42341_c0_g1_i1,OG-1601_,Tte,RT,1.00E-04,NA,NO
Tte_TRINITY_DN16726_c0_g2_i2,OG-124_,Tte,RT,NA,NA,YES
Tsi_TRINITY_DN20668_c0_g1_i1,OG-715_,Tsi,RT,1.00E-04,0,NO
Tms_TRINITY_DN10902_c0_g2_i1,OG-2790_,Tms,RT,1.00E-04,NA,NO
Tge_TRINITY_DN81180_c0_g1_i1,OG-1998_,Tge,RT,0.036101,NA,NO
Tge_TRINITY_DN47491_c0_g1_i1,OG-656_,Tge,RT,1.00E-04,0,NO
Tge_TRINITY_DN4203_c0_g1_i1,OG-2199_,Tge,RT,0.296914,NA,NO
Tge_TRINITY_DN46727_c0_g3_i5,OG-480_,Tge,RT,0.0343756,0.175949367,NO
Tms_TRINITY_DN31742_c4_g3_i4,OG-2024_,Tms,RT,NA,NA,NO
Tte_TRINITY_DN28432_c7_g9_i1,OG-388_,Tte,RT,0.386661,NA,NO
Tdi_TRINITY_DN30825_c1_g1_i1,OG-314_,Tdi,RT,0.390193,NA,YES
Tsi_TRINITY_DN39111_c0_g1_i1,OG-1570_,Tsi,RT,NA,NA,NO
Tdi_TRINITY_DN12935_c0_g2_i1,OG-1825_,Tdi,RT,NA,NA,NO
Tms_TRINITY_DN24400_c0_g1_i4,OG-590_,Tms,RT,0.0405131,NA,NO
Tdi_TRINITY_DN20989_c0_g1_i1,OG-681_,Tdi,RT,0.26065,NA,NO
Tsi_TRINITY_DN53103_c0_g1_i1,OG-539_,Tsi,RT,0.195494,NA,NO
Tge_TRINITY_DN7795_c0_g1_i1,OG-1969_,Tge,RT,NA,0,NO
Tdi_TRINITY_DN7915_c0_g1_i1,OG-1326_,Tdi,RT,1.00E-04,0,NO
Tdi_TRINITY_DN29008_c1_g1_i2,OG-11_,Tdi,RT,0.18932,0,NO
Tms_TRINITY_DN23919_c0_g2_i1,OG-834_,Tms,RT,NA,NA,NO
Tge_TRINITY_DN47182_c1_g1_i1,OG-1150_,Tge,RT,0.197995,NA,NO
Tdi_TRINITY_DN30578_c0_g3_i1,OG-2416_,Tdi,RT,NA,0.213507625,NO
Tsi_TRINITY_DN24304_c0_g1_i2,OG-1876_,Tsi,RT,1.00E-04,0,NO
Tge_TRINITY_DN46038_c0_g1_i5,OG-2545_,Tge,RT,NA,NA,NO
Tge_TRINITY_DN5008_c0_g2_i1,OG-2154_,Tge,RT,NA,NA,NO
Tge_TRINITY_DN54490_c0_g1_i1,OG-1915_,Tge,RT,1.00E-04,NA,NO
Tsi_TRINITY_DN26475_c0_g3_i3,OG-1771_,Tsi,RT,NA,NA,NO
Tge_TRINITY_DN38797_c0_g1_i1,OG-1641_,Tge,RT,1.00E-04,NA,NO
Tte_TRINITY_DN38836_c0_g1_i1,OG-541_,Tte,RT,NA,NA,NO
Tte_TRINITY_DN6525_c0_g2_i1,OG-1017_,Tte,RT,0.176412,NA,NO
Tms_TRINITY_DN72854_c0_g1_i1,OG-923_,Tms,RT,1.00E-04,NA,NO
Tms_TRINITY_DN13771_c0_g1_i4,OG-1486_,Tms,RT,0.232998,NA,NO
Tms_TRINITY_DN31984_c0_g1_i1,OG-1485_,Tms,RT,NA,NA,NO
Tsi_TRINITY_DN22389_c0_g1_i1,OG-2926_,Tsi,RT,1.00E-04,0,NO
Tsi_TRINITY_DN25225_c0_g1_i2,OG-1672_,Tsi,RT,1.00E-04,NA,NO
Tsi_TRINITY_DN20171_c0_g1_i1,OG-1870_,Tsi,RT,0.527521,NA,NO
Tdi_TRINITY_DN30166_c0_g1_i1,OG-1683_,Tdi,RT,NA,0.041261293,NO
Tms_TRINITY_DN56491_c0_g1_i1,OG-1888_,Tms,RT,0.113743,NA,YES
Tdi_TRINITY_DN4366_c0_g1_i1,OG-2026_,Tdi,RT,1.00E-04,NA,NO
Tte_TRINITY_DN16433_c0_g1_i1,OG-1479_,Tte,RT,0.727681,NA,NO
Tms_TRINITY_DN11892_c0_g1_i1,OG-2658_,Tms,RT,0.715185,NA,YES
Tte_TRINITY_DN17394_c0_g1_i1,OG-1980_,Tte,RT,1.00E-04,NA,NO
Tms_TRINITY_DN11313_c0_g1_i1,OG-1979_,Tms,RT,NA,NA,NO
Tsi_TRINITY_DN14247_c0_g2_i1,OG-2684_,Tsi,RT,1.00E-04,NA,NO
Tte_TRINITY_DN72425_c0_g1_i1,OG-1859_,Tte,RT,1.00E-04,NA,NO
Tms_TRINITY_DN31460_c0_g8_i4,OG-987_,Tms,RT,NA,NA,NO
Tdi_TRINITY_DN29136_c0_g1_i1,OG-2243_,Tdi,RT,0.921366,0.100126743,YES
Tms_TRINITY_DN12683_c0_g2_i1,OG-349_,Tms,RT,0.0857858,NA,YES
Tte_TRINITY_DN17473_c1_g1_i1,OG-700_,Tte,RT,NA,NA,NO
Tge_TRINITY_DN31160_c0_g1_i2,OG-1992_,Tge,RT,0.223453,0.498317914,NO
Tms_TRINITY_DN25747_c0_g2_i1,OG-2006_,Tms,RT,1.00E-04,NA,NO
Tdi_TRINITY_DN16388_c0_g1_i1,OG-1381_,Tdi,RT,0.328391,0.315357562,NO
Tdi_TRINITY_DN18878_c0_g1_i1,OG-1112_,Tdi,RT,1.00E-04,NA,YES
Tms_TRINITY_DN29703_c0_g1_i1,OG-407_,Tms,RT,0.0408693,0.082061069,NO
Tge_TRINITY_DN38465_c0_g1_i1,OG-1742_,Tge,RT,1.00E-04,0,NO
Tdi_TRINITY_DN24623_c0_g1_i1,OG-2907_,Tdi,RT,NA,NA,NO
Tdi_TRINITY_DN11873_c0_g1_i1,OG-699_,Tdi,RT,0.708035,NA,NO
Tms_TRINITY_DN40330_c0_g1_i1,OG-275_,Tms,RT,0.0441856,NA,NO
Tms_TRINITY_DN71137_c0_g1_i1,OG-1597_,Tms,RT,0.302995,NA,NO
Tdi_TRINITY_DN26414_c0_g2_i1,OG-2109_,Tdi,RT,0.0625852,NA,NO
Tsi_TRINITY_DN6365_c0_g1_i1,OG-2583_,Tsi,RT,1.00E-04,NA,NO
Tms_TRINITY_DN16815_c0_g1_i2,OG-2803_,Tms,RT,NA,NA,NO
Tte_TRINITY_DN16717_c0_g1_i1,OG-365_,Tte,RT,0.139716,NA,NO
Tge_TRINITY_DN44833_c1_g1_i1,OG-2155_,Tge,RT,1.00E-04,NA,YES
Tdi_TRINITY_DN52109_c0_g1_i1,OG-1118_,Tdi,RT,NA,NA,NO
Tdi_TRINITY_DN40708_c0_g1_i1,OG-2110_,Tdi,RT,1.00E-04,NA,NO
Tge_TRINITY_DN44262_c0_g1_i6,OG-1246_,Tge,RT,0.298626,0.293297587,YES
Tte_TRINITY_DN11110_c0_g2_i1,OG-1789_,Tte,RT,0.336601,NA,NO
Tms_TRINITY_DN31193_c1_g2_i7,OG-1365_,Tms,RT,NA,NA,NO
Tdi_TRINITY_DN32201_c12_g2_i1,OG-602_,Tdi,RT,NA,NA,NO
Tsi_TRINITY_DN24751_c0_g1_i1,OG-1403_,Tsi,RT,1.00E-04,NA,NO
Tte_TRINITY_DN22933_c0_g1_i2,OG-2978_,Tte,RT,1.00E-04,NA,NO
Tte_TRINITY_DN669_c0_g1_i1,OG-2698_,Tte,RT,0.011939,NA,NO
Tsi_TRINITY_DN20613_c0_g1_i1,OG-711_,Tsi,RT,1.00E-04,0.343648208,NO
Tdi_TRINITY_DN19706_c0_g1_i1,OG-2566_,Tdi,RT,NA,NA,NO
Tsi_TRINITY_DN19487_c0_g1_i1,OG-1693_,Tsi,RT,1.00E-04,NA,NO
Tte_TRINITY_DN41790_c0_g1_i1,OG-2944_,Tte,RT,NA,NA,YES
Tge_TRINITY_DN17399_c0_g1_i1,OG-2029_,Tge,RT,NA,0,NO
Tte_TRINITY_DN12213_c0_g1_i1,OG-1498_,Tte,RT,NA,NA,NO
Tdi_TRINITY_DN13224_c0_g2_i1,OG-2494_,Tdi,RT,NA,0.365789474,NO
Tdi_TRINITY_DN45981_c0_g1_i1,OG-2468_,Tdi,RT,NA,NA,NO
Tms_TRINITY_DN21874_c0_g1_i1,OG-2080_,Tms,RT,NA,NA,NO
Tdi_TRINITY_DN20927_c0_g1_i1,OG-37_,Tdi,RT,0.144595,NA,NO
Tdi_TRINITY_DN49563_c0_g1_i1,OG-1194_,Tdi,RT,0.27328,NA,NO
Tms_TRINITY_DN32189_c0_g1_i1,OG-2229_,Tms,RT,NA,NA,NO
Tdi_TRINITY_DN21592_c1_g1_i1,OG-2859_,Tdi,RT,NA,NA,NO
Tte_TRINITY_DN17844_c0_g2_i2,OG-1968_,Tte,RT,1.00E-04,NA,NO
Tsi_TRINITY_DN31044_c10_g1_i1,OG-333_,Tsi,RT,0.117473,NA,NO
Tms_TRINITY_DN23753_c0_g1_i1,OG-1128_,Tms,RT,1.00E-04,NA,NO
Tte_TRINITY_DN16857_c0_g1_i1,OG-924_,Tte,RT,NA,NA,NO
Tge_TRINITY_DN21642_c0_g1_i1,OG-1126_,Tge,RT,1.00E-04,0,YES
Tsi_TRINITY_DN17285_c0_g1_i2,OG-2207_,Tsi,RT,0.320853,NA,NO
Tte_TRINITY_DN66845_c0_g1_i1,OG-1343_,Tte,RT,1.00E-04,NA,NO
Tge_TRINITY_DN46034_c0_g1_i1,OG-392_,Tge,RT,0.0458858,0,NO
Tsi_TRINITY_DN45865_c0_g1_i1,OG-690_,Tsi,RT,1.00E-04,NA,NO
Tge_TRINITY_DN41775_c0_g1_i1,OG-749_,Tge,RT,0.138247,NA,NO
Tte_TRINITY_DN28889_c4_g8_i1,OG-904_,Tte,RT,1.00E-04,NA,NO
Tdi_TRINITY_DN21972_c0_g1_i1,OG-159_,Tdi,RT,1.00E-04,NA,NO
Tdi_TRINITY_DN31839_c2_g1_i1,OG-2505_,Tdi,RT,NA,NA,NO
Tsi_TRINITY_DN6088_c0_g3_i1,OG-2210_,Tsi,RT,NA,NA,NO
Tms_TRINITY_DN31416_c0_g1_i1,OG-1643_,Tms,RT,0.270165,NA,NO
Tdi_TRINITY_DN12477_c0_g1_i1,OG-2667_,Tdi,RT,NA,NA,NO
Tdi_TRINITY_DN30151_c0_g1_i1,OG-1745_,Tdi,RT,0.171119,0.197142857,NO
Tge_TRINITY_DN24882_c0_g2_i1,OG-525_,Tge,RT,0.205637,NA,NO
Tsi_TRINITY_DN19486_c0_g2_i1,OG-502_,Tsi,RT,1.00E-04,NA,NO
Tms_TRINITY_DN14106_c0_g1_i1,OG-800_,Tms,RT,1.00E-04,NA,NO
Tsi_TRINITY_DN3565_c0_g2_i1,OG-1315_,Tsi,RT,1.00E-04,NA,NO
Tsi_TRINITY_DN139_c0_g2_i1,OG-2667_,Tsi,RT,NA,NA,NO
Tge_TRINITY_DN43577_c0_g1_i1,OG-1598_,Tge,RT,0.351242,0.307240705,NO
